tweet_id,favorites,retweet_count
667453023279554560,294,81
667443425659232256,732,537
667437278097252352,422,218
667435689202614272,288,79
667405339315146752,435,207
667393430834667520,180,51
667369227918143488,343,151
667211855547486208,453,223
667200525029539841,574,240
667192066997374976,357,90
667188689915760640,696,367
667182792070062081,13365,5683
667177989038297088,178,50
667176164155375616,571,420
667174963120574464,231,72
667171260800061440,206,77
667165590075940865,2514,1040
667160273090932737,240,56
667152164079423490,44652,15608
667138269671505920,4283,2017
667119796878725120,312,121
667090893657276420,312,115
667073648344346624,375,109
667070482143944705,77,13
667065535570550784,158,41
667062181243039745,205,47
667044094246576128,175,44
667012601033924608,420,203
666996132027977728,226,81
666983947667116034,2378,904
666837028449972224,754,509
666835007768551424,196,74
666826780179869698,237,83
666817836334096384,476,232
666804364988780544,217,84
666786068205871104,703,442
666781792255496192,358,175
666776908487630848,323,156
666739327293083650,218,60
666701168228331520,399,198
666691418707132416,172,44
666649482315059201,1039,568
666644823164719104,217,73
666454714377183233,476,197
666447344410484738,95,18
666437273139982337,114,42
666435652385423360,152,45
666430724426358785,292,173
666428276349472768,150,73
666421158376562688,294,102
666418789513326592,112,41
666411507551481857,401,288
666407126856765440,99,31
666396247373291520,155,73
666373753744588802,171,78
666362758909284353,705,503
666353288456101888,193,64
666345417576210432,269,128
666337882303524864,180,81
666293911632134144,453,312
666287406224695296,133,57
666273097616637952,158,70
666268910803644416,95,32
666104133288665088,13335,5836
666102155909144576,70,11
666099513787052032,141,58
666094000022159362,153,66
666082916733198337,100,41
666073100786774016,288,141
666071193221509120,134,52
666063827256086533,439,192
666058600524156928,103,52
666057090499244032,261,121
666055525042405380,404,216
666051853826850816,1103,753
666050758794694657,123,51
666049248165822465,96,40
666044226329800704,266,125
666033412701032449,109,39
666029285002620928,120,41
666020888022790149,2360,453
